,tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres,titleId,ordering,title,region,language,types,attributes,isOriginalTitle,Rank,Genre,Budget,Running Time,Gross,Theaters,Total Gross,Release Date,Distributor,Estimated,directors,writers,nconst,primaryName,birthYear,deathYear,primaryProfession,knownForTitles
10,tt2631186,movie,Baahubali: The Beginning,Bãhubali: The Beginning,0.0,2015.0,,159.0,"Action,Drama",tt2631186,24,Baahubali: The Beginning,US,,imdbDisplay,,0.0,169,-,-,-,"$4,518,000",236,"$6,738,000",Jul 9,Blue Sky Cinema,False,nm1442514,"nm2353436,nm1442514,nm7448575,nm4488268,nm4157919,nm4191232",nm1442514,S.S. Rajamouli,1973.0,,"writer,producer,director","tt2631186,tt2258337,tt4849438,tt1447500"
11,tt3735246,movie,Bajirao Mastani,Bajirao Mastani,0.0,2015.0,,158.0,"Action,Drama,History",tt3735246,17,Bajirao Mastani,US,,imdbDisplay,,0.0,163,-,-,-,"$5,070,014",304,"$6,557,047",Dec 18,Eros Worldwide,False,nm0080220,"nm7816195,nm0080220,nm1165501",nm0080220,Sanjay Leela Bhansali,1963.0,,"producer,editor,writer","tt5935704,tt3735246,tt0238936,tt0375611"
12,tt3863552,movie,Bajrangi Bhaijaan,Bajrangi Bhaijaan,0.0,2015.0,,163,"Action,Adventure,Comedy",tt3863552,20,Bajrangi Bhaijaan,US,,imdbDisplay,,0.0,146,-,-,-,"$7,914,436",257,"$8,178,001",Jul 17,Eros Worldwide,False,nm1203138,"nm2353436,nm1203138,nm5151578,nm4478309",nm1203138,Kabir Khan,,,"director,producer,writer","tt2016894,tt1328634,tt3863552,tt0770214"
13,tt1355683,movie,Black Mass,Black Mass,0.0,2015.0,,123.0,"Biography,Crime,Drama",tt1355683,9,Black Mass,US,,imdbDisplay,,0.0,49,-,-,-,"$62,575,678",3188,"$62,575,678",Sep 18,Warner Bros.,False,nm0178376,"nm3286851,nm0125336,nm3251662,nm3238883",nm0178376,Scott Cooper,1970.0,,"actor,director,writer","tt5478478,tt1355683,tt1263670,tt1206543"
14,tt2717822,movie,Blackhat,Blackhat,0.0,2015.0,,133.0,"Action,Crime,Thriller",tt2717822,16,Blackhat,US,,imdbDisplay,,0.0,145,-,-,-,"$8,005,980",2568,"$8,005,980",Jan 16,Universal Pictures,False,nm0000520,nm1420156,nm0000520,Michael Mann,1943.0,,"producer,writer,director","tt0091474,tt0104691,tt0140352,tt0369339"
15,tt3682448,movie,Bridge of Spies,Bridge of Spies,0.0,2015.0,,142.0,"Drama,History,Thriller",tt3682448,17,Bridge of Spies,US,,imdbDisplay,,0.0,41,-,-,-,"$70,447,776",2873,"$72,313,754",Oct 16,Walt Disney Studios Motion Pictures,False,nm0000229,"nm4131020,nm0001053,nm0001054",nm0000229,Steven Spielberg,1946.0,,"producer,writer,director","tt0120815,tt0108052,tt0082971,tt0083866"
16,tt2381111,movie,Brooklyn,Brooklyn,0.0,2015.0,,117.0,"Drama,Romance",tt2381111,40,Brooklyn,US,,imdbDisplay,,0.0,106,-,-,-,"$19,563,995",962,"$38,322,743",Nov 4,Fox Searchlight Pictures,False,nm1259871,"nm0394984,nm1460386",nm1259871,John Crowley,1969.0,,director,"tt0332658,tt1078188,tt2218003,tt2381111"
17,tt2503944,movie,Burnt,Burnt,0.0,2015.0,,101.0,"Comedy,Drama",tt2503944,19,The Chef,US,,working,,0.0,125,-,-,-,"$13,594,751",3003,"$13,651,946",Oct 30,The Weinstein Company,False,nm0920274,"nm1140275,nm0435701",nm0920274,John Wells,1956.0,,"producer,writer,director","tt0108757,tt0200276,tt1322269,tt1172991"
18,tt3268668,movie,Captive,Captive,0.0,2015.0,,97.0,"Action,Biography,Crime",tt3268668,5,Captive,US,,imdbDisplay,,0.0,193,-,-,-,"$2,583,301",807,"$2,583,301",Sep 18,Paramount Pictures,False,nm0417054,"nm0083349,nm2053278,nm8354080,nm3690965",nm0417054,Jerry Jameson,1934.0,,"editorial_department,director,producer","tt0062589,tt0081400,tt0075648,tt0127637"
19,tt2402927,movie,Carol,Carol,0.0,2015.0,,118.0,"Drama,Romance",tt2402927,21,Carol,US,,imdbDisplay,,0.0,176,-,-,-,"$3,801,134",790,"$12,711,491",Nov 20,The Weinstein Company,False,nm0001331,"nm0619507,nm0383604",nm0001331,Todd Haynes,1961.0,,"director,writer,producer","tt0297884,tt0120879,tt2402927,tt0368794"
20,tt1823672,movie,Chappie,Chappie,0.0,2015.0,,120.0,"Action,Crime,Drama",tt1823672,6,Chappie,US,,imdbDisplay,,0.0,82,-,-,-,"$31,569,268",3201,"$31,569,268",Mar 6,Sony Pictures Entertainment (SPE),False,nm0088955,"nm0088955,nm2833612",nm0088955,Neill Blomkamp,1979.0,,"director,writer,visual_effects","tt1535108,tt1136608,tt1823672,tt13392012"
21,tt4594834,movie,Chi-Raq,Chi-Raq,0.0,2015.0,,127.0,"Comedy,Crime,Drama",tt4594834,14,Chi-Raq,US,,imdbDisplay,,0.0,194,-,-,-,"$2,570,882",305,"$2,653,032",Dec 4,Roadside Attractions,False,nm0000490,"nm0932551,nm0000490,nm0034922",nm0000490,Spike Lee,1957.0,,"director,producer,writer","tt0091939,tt0097216,tt0104797,tt9777644"
22,tt10013634,movie,Cinderella,Cinderella,0.0,2018.0,,150.0,Musical,tt10013634,1,Cinderella,US,,imdbDisplay,,0.0,10,-,-,-,"$201,151,353",3848,"$201,151,353",Mar 13,Walt Disney Studios Motion Pictures,False,nm2502689,,nm2502689,Brad Dalton,,,"director,miscellaneous","tt3952194,tt0159876"
23,tt3322364,movie,Concussion,Concussion,0.0,2015.0,,123.0,"Biography,Drama,Sport",tt3322364,26,Concussion,US,,imdbDisplay,,0.0,116,-,-,-,"$17,420,369",2841,"$34,542,474",Dec 25,Sony Pictures Entertainment (SPE),False,nm1481618,"nm1481618,nm6543415",nm1481618,Peter Landesman,,,"writer,director,producer","tt3322364,tt1216491,tt2345112,tt5175450"
24,tt3076658,movie,Creed,Creed,0.0,2015.0,,133.0,"Drama,Sport",tt3076658,30,Creed,US,,imdbDisplay,,0.0,28,-,-,-,"$99,385,165",3502,"$109,767,581",Nov 25,Warner Bros.,False,nm3363032,"nm3363032,nm2128400,nm0000230",nm3363032,Ryan Coogler,1986.0,,"producer,director,writer","tt9784798,tt3076658,tt1825683,tt2334649"
25,tt2554274,movie,Crimson Peak,Crimson Peak,0.0,2015.0,,119.0,"Drama,Horror,Mystery",tt2554274,23,Crimson Peak,US,,imdbDisplay,,0.0,83,-,-,-,"$31,090,320",2991,"$31,090,320",Oct 16,Universal Pictures,False,nm0868219,"nm0868219,nm0730422",nm0868219,Guillermo del Toro,1964.0,,"writer,producer,director","tt0167190,tt5580390,tt1663662,tt0457430"
26,tt1528854,movie,Daddy's Home,Daddy's Home,0.0,2015.0,,96.0,"Comedy,Family",tt1528854,5,World's Greatest Brad,US,,working,,0.0,46,-,-,-,"$64,684,278",3483,"$150,357,137",Dec 25,Paramount Pictures,False,nm1890845,"nm0122602,nm1890845,nm1898234",nm1890845,Sean Anders,,,"writer,director,producer","tt5657846,tt2170439,tt1232200,tt7401588"
27,tt1772288,movie,Danny Collins,Danny Collins,0.0,2015.0,,106.0,"Biography,Comedy,Drama",tt1772288,15,Imagine,US,,,original script title,0.0,161,-,-,-,"$5,637,066",739,"$5,637,066",Mar 20,Bleecker Street Media,False,nm1557594,nm1557594,nm1557594,Dan Fogelman,,,"writer,producer,director","tt5555260,tt5989218,tt0317219,tt0398286"
28,tt4110568,movie,Dil Dhadakne Do,Dil Dhadakne Do,0.0,2015.0,,170.0,"Comedy,Drama,Romance",tt4110568,5,Let the Heart Beat,US,,,literal English title,0.0,185,-,-,-,"$3,066,100",238,"$3,066,100",Jun 5,Eros Worldwide,False,nm0015295,"nm0015295,nm1030373,nm0015287,nm1027719",nm0015295,Zoya Akhtar,1972.0,,"writer,producer,director","tt1562872,tt1787988,tt2395469,tt6494622"
29,tt4535650,movie,Dilwale,Dilwale,0.0,2015.0,,158.0,"Action,Comedy,Drama",tt4535650,3,The Big Hearted,US,,,informal English title,0.0,172,-,-,-,"$4,394,522",268,"$4,871,263",Dec 17,UTV Motion Pictures,False,nm1460159,"nm1182352,nm2260872,nm2678319",nm1460159,Rohit Shetty,1974.0,,"director,stunts,producer","tt7212726,tt1948150,tt2112124,tt1806913"
30,tt4056738,movie,Do You Believe?,Do You Believe?,0.0,2015.0,,120.0,Drama,tt4056738,6,Do You Believe?,US,,imdbDisplay,,0.0,127,-,-,-,"$12,985,600",1356,"$12,985,600",Mar 20,Pure Flix Entertainment,False,nm0348197,"nm0465484,nm0813301",nm0348197,Jon Gunn,1973.0,,"writer,director,producer","tt4056738,tt3906192,tt0378407,tt0981042"
31,tt3850214,movie,Dope,Dope,0.0,2015.0,,103,"Adventure,Comedy,Crime",tt3850214,21,Dope,US,,imdbDisplay,,0.0,115,-,-,-,"$17,506,470",2002,"$17,506,470",Jun 19,Open Road Films (II),False,nm0266622,nm0266622,nm0266622,Rick Famuyiwa,1973.0,,"producer,director,writer","tt0161100,tt6294706,tt8111088,tt3850214"
32,tt3819668,movie,"Dragon Ball Z: Resurrection ""F""",Dragon Ball Z: Doragon bôru Z - Fukkatsu no 'F',0.0,2015.0,,93.0,"Action,Adventure,Animation",tt3819668,16,"Dragon Ball Z: Resurrection ""F""",US,,imdbDisplay,,0.0,144,-,-,-,"$8,008,363",913,"$8,008,363",Aug 4,FUNimation Entertainment,False,nm2238569,nm0868066,nm2238569,Tadayoshi Yamamuro,,,"animation_department,art_department,director","tt0368667,tt0092067,tt3819668,tt2263944"
33,tt1674771,movie,Entourage,Entourage,0.0,2015.0,,104.0,"Comedy,Drama",tt1674771,32,Entourage,US,,imdbDisplay,,0.0,80,-,-,-,"$32,363,404",3108,"$32,363,404",Jun 3,Warner Bros.,False,nm0254120,"nm0254120,nm0731146",nm0254120,Doug Ellin,1968.0,,"writer,producer,director","tt1674771,tt0117332,tt4507204,tt0387199"
34,tt2719848,movie,Everest,Everest,0.0,2015.0,,121.0,"Action,Adventure,Biography",tt2719848,3,Everest,US,,imdbDisplay,,0.0,67,-,-,-,"$43,482,270",3009,"$43,482,270",Sep 18,Universal Pictures,False,nm0466349,"nm0629933,nm0064479",nm0466349,Baltasar Kormákur,1966.0,,"producer,director,writer","tt0237993,tt0332381,tt1272878,tt0805576"
35,tt1502712,movie,Fantastic Four,Fantastic Four,0.0,2015.0,,100.0,"Action,Adventure,Sci-Fi",tt1502712,19,Henry Street,US,,,fake working title,0.0,52,-,-,-,"$56,117,548",4004,"$56,117,548",Aug 7,Twentieth Century Fox,False,nm2503633,"nm2916300,nm1334526,nm2503633,nm0498278,nm0456158",nm2503633,Josh Trank,1984.0,,"writer,director,editor","tt0862593,tt1706593,tt6199572,tt1502712"
36,tt1502712,movie,Fantastic Four,Fantastic Four,0.0,2015.0,,100.0,"Action,Adventure,Sci-Fi",tt1502712,19,Henry Street,US,,,fake working title,0.0,52,-,-,-,"$56,117,548",4004,"$56,117,548",Aug 7,Twentieth Century Fox,False,nm0729701,"nm2916300,nm1334526,nm2503633,nm0498278,nm0456158",nm0729701,Stephen E. Rivkin,,,"editor,director,editorial_department","tt0499549,tt0325980,tt0383574,tt0449088"
37,tt2935476,movie,Far from the Madding Crowd,Far from the Madding Crowd,0.0,2015.0,,119.0,"Drama,Romance",tt2935476,11,Far from the Madding Crowd,US,,imdbDisplay,,0.0,133,-,-,-,"$12,236,500",902,"$12,236,500",May 1,Fox Searchlight Pictures,False,nm0899121,"nm0362762,nm0390141",nm0899121,Thomas Vinterberg,1969.0,,"director,writer,actor","tt10288566,tt0154420,tt1322385,tt2106476"
38,tt2322441,movie,Fifty Shades of Grey,Fifty Shades of Grey,0.0,2015.0,,125.0,"Drama,Romance,Thriller",tt2322441,14,Max & Banks,US,,,fake working title,0.0,17,-,-,-,"$166,167,230",3655,"$166,167,230",Feb 13,Universal Pictures,False,nm0853374,"nm0545150,nm1093317",nm0853374,Sam Taylor-Johnson,1967.0,,"director,producer,writer","tt0427543,tt1155591,tt2322441,tt1266029"
39,tt2381941,movie,Focus,Focus,0.0,2015.0,,105.0,"Comedy,Crime,Drama",tt2381941,35,Focus,US,,imdbDisplay,,0.0,54,-,-,-,"$53,862,963",3323,"$53,862,963",Feb 27,Warner Bros.,False,nm0720135,"nm0275629,nm0720135",nm0720135,John Requa,,,"producer,writer,director","tt0870154,tt1045772,tt2381941,tt5555260"
40,tt2381941,movie,Focus,Focus,0.0,2015.0,,105.0,"Comedy,Crime,Drama",tt2381941,35,Focus,US,,imdbDisplay,,0.0,54,-,-,-,"$53,862,963",3323,"$53,862,963",Feb 27,Warner Bros.,False,nm0275629,"nm0275629,nm0720135",nm0275629,Glenn Ficarra,,,"producer,writer,director","tt0870154,tt0239395,tt1045772,tt5555260"
41,tt2820852,movie,Furious 7,Fast & Furious 7,0.0,2015.0,,137.0,"Action,Adventure,Thriller",tt2820852,1,Furious 7,US,,imdbDisplay,,0.0,5,-,-,-,"$353,007,020",4022,"$353,007,020",Apr 3,Universal Pictures,False,nm1490123,"nm0604555,nm0860155",nm1490123,James Wan,1977.0,,"producer,director,writer","tt1477834,tt0387564,tt3065204,tt2820852"
42,tt2561572,movie,Get Hard,Get Hard,0.0,2015.0,,100.0,"Comedy,Crime",tt2561572,3,Get Hard,US,,imdbDisplay,,0.0,30,-,-,-,"$90,411,453",3212,"$90,411,453",Mar 27,Warner Bros.,False,nm1000113,"nm1007602,nm0731168,nm1000113,nm0570912",nm1000113,Etan Cohen,1974.0,,"writer,producer,director","tt1255919,tt0387808,tt1409024,tt0479952"
43,tt1051904,movie,Goosebumps,Goosebumps,0.0,2015.0,,103.0,"Adventure,Comedy,Family",tt1051904,1,Goosebumps,US,,imdbDisplay,,0.0,35,-,-,-,"$79,132,868",3618,"$80,080,379",Oct 16,Sony Pictures Entertainment (SPE),False,nm1224299,"nm0501359,nm0018735,nm0438989,nm0830419",nm1224299,Rob Letterman,,,"writer,director,producer","tt5884052,tt0892782,tt0307453,tt2091256"
44,tt4270516,movie,Grandma,Grandma,0.0,2015.0,,79.0,"Comedy,Drama",tt4270516,4,Grandma,US,,imdbDisplay,,0.0,154,-,-,-,"$6,923,276",1061,"$6,980,524",Aug 21,Sony Pictures Classics,False,nm0919369,nm0919369,nm0919369,Paul Weitz,1965.0,,"producer,writer,director","tt0455323,tt0385267,tt0450405,tt0276751"
45,tt3065132,movie,He Named Me Malala,He Named Me Malala,0.0,2015.0,,88.0,"Biography,Documentary",tt3065132,14,He Named Me Malala,US,,imdbDisplay,,0.0,192,-,-,-,"$2,668,936",477,"$2,668,936",Oct 2,Fox Searchlight Pictures,False,nm0346550,nm5324796,nm0346550,Davis Guggenheim,1963.0,,"producer,director,writer","tt0139654,tt3065132,tt1566648,tt0497116"
46,tt2679042,movie,Hitman: Agent 47,Hitman: Agent 47,0.0,2015.0,,96.0,"Action,Crime,Thriller",tt2679042,34,Hitman: Agent 47,US,,imdbDisplay,,0.0,101,-,-,-,"$22,467,450",3273,"$22,467,450",Aug 21,Twentieth Century Fox,False,nm5507490,"nm0940790,nm3360218,nm0412282,nm2288699",nm5507490,Aleksander Bach,1980.0,,"director,writer","tt2679042,tt2599112"
47,tt10353704,movie,Home,Home,0.0,2020.0,,100.0,Drama,tt10353704,5,Home,US,,imdbDisplay,,0.0,15,-,-,-,"$177,397,510",3801,"$177,397,510",Mar 27,Twentieth Century Fox,False,nm0004376,nm0004376,nm0004376,Franka Potente,1974.0,,"actress,soundtrack,director","tt0130827,tt0258463,tt0203632,tt0372183"
48,tt2967224,movie,Hot Pursuit,Hot Pursuit,0.0,2015.0,,87.0,"Action,Comedy,Crime",tt2967224,19,Hot Pursuit,US,,imdbDisplay,,0.0,75,-,-,-,"$34,580,201",3037,"$34,580,201",May 8,Warner Bros.,False,nm0281945,"nm1068488,nm1735367",nm0281945,Anne Fletcher,1966.0,,"miscellaneous,director,actress","tt0395699,tt0427327,tt0462590,tt1041829"
49,tt2637294,movie,Hot Tub Time Machine 2,Hot Tub Time Machine 2,0.0,2015.0,,93.0,"Comedy,Mystery,Sci-Fi",tt2637294,10,Hot Tub Time Machine 3: Because Hot Tub Time Machine 2 Hasn't Happened Yet,US,,working,,0.0,131,-,-,-,"$12,314,651",2901,"$12,314,651",Feb 20,Paramount Pictures,False,nm0684336,"nm0372222,nm5236778",nm0684336,Steve Pink,,,"director,writer,producer","tt0119229,tt0146882,tt1231587,tt2637294"
50,tt2510894,movie,Hotel Transylvania 2,Hotel Transylvania 2,0.0,2015.0,,89.0,"Adventure,Animation,Comedy",tt2510894,26,Hotel Transylvania 2,US,,imdbDisplay,,0.0,16,-,-,-,"$168,471,018",3768,"$169,700,110",Sep 25,Sony Pictures Entertainment (SPE),False,nm0850733,"nm0806912,nm0001191,nm0244110",nm0850733,Genndy Tartakovsky,1970.0,,"producer,writer,director","tt0175058,tt0115157,tt0278238,tt10332508"
51,tt4643580,movie,Huevos: Little Rooster's Egg-cellent Adventure,Un gallo con muchos huevos,0.0,2015.0,,98.0,"Adventure,Animation,Comedy",tt4643580,7,Huevos: Little Rooster's Egg-cellent Adventure,US,,imdbDisplay,,0.0,140,-,-,-,"$9,080,818",616,"$9,080,818",Sep 4,Lionsgate,False,nm1349604,"nm1055128,nm5654268,nm2296859,nm2319883,nm1349604,nm5228798,nm2949944,nm4080720",nm1349604,Rodolfo Riva Palacio Alatriste,1970.0,,"writer,producer,director","tt8101238,tt0824696,tt1403983,tt4643580"
52,tt4643580,movie,Huevos: Little Rooster's Egg-cellent Adventure,Un gallo con muchos huevos,0.0,2015.0,,98.0,"Adventure,Animation,Comedy",tt4643580,7,Huevos: Little Rooster's Egg-cellent Adventure,US,,imdbDisplay,,0.0,140,-,-,-,"$9,080,818",616,"$9,080,818",Sep 4,Lionsgate,False,nm2319883,"nm1055128,nm5654268,nm2296859,nm2319883,nm1349604,nm5228798,nm2949944,nm4080720",nm2319883,Gabriel Riva Palacio Alatriste,,,"director,producer,actor","tt7941612,tt4643580,tt0824696,tt1403983"
53,tt4643580,movie,Huevos: Little Rooster's Egg-cellent Adventure,Un gallo con muchos huevos,0.0,2015.0,,98.0,"Adventure,Animation,Comedy",tt4643580,7,Huevos: Little Rooster's Egg-cellent Adventure,US,,imdbDisplay,,0.0,140,-,-,-,"$9,080,818",616,"$9,080,818",Sep 4,Lionsgate,False,nm5228798,"nm1055128,nm5654268,nm2296859,nm2319883,nm1349604,nm5228798,nm2949944,nm4080720",nm5228798,Melanie Simka,,,"director,writer,miscellaneous","tt2630526,tt4162910,tt1876517,tt2284790"
54,tt3236120,movie,I'll See You in My Dreams,I'll See You in My Dreams,0.0,2015.0,,92.0,"Comedy,Drama,Romance",tt3236120,1,I'll See You in My Dreams,US,,imdbDisplay,,0.0,150,-,-,-,"$7,449,681",290,"$7,449,681",May 15,Bleecker Street Media,False,nm1417640,"nm1417640,nm5303256",nm1417640,Brett Haley,,,"director,writer,producer","tt3236120,tt7158430,tt3907584,tt5655222"
55,tt1390411,movie,In the Heart of the Sea,In the Heart of the Sea,0.0,2015.0,,122.0,"Action,Adventure,Biography",tt1390411,30,In the Heart of the Sea,US,,imdbDisplay,,0.0,99,-,-,-,"$23,063,385",3103,"$25,020,758",Dec 11,Warner Bros.,False,nm0000165,"nm0495378,nm0415425,nm0798646,nm1090930",nm0000165,Ron Howard,1954.0,,"actor,producer,director","tt0268978,tt0088933,tt0367279,tt0112384"
56,tt2096673,movie,Inside Out,Inside Out,0.0,2015.0,,95.0,"Adventure,Animation,Comedy",tt2096673,53,Inside Out,US,,imdbDisplay,,0.0,4,-,-,-,"$356,461,711",4158,"$356,461,711",Jun 19,Walt Disney Studios Motion Pictures,False,nm0230032,"nm0230032,nm0215455,nm0498834,nm2155757,nm1578335,nm2919995,nm0352778,nm0688132",nm0230032,Pete Docter,1968.0,,"producer,writer,director","tt1049413,tt2948372,tt0198781,tt2096673"
57,tt2096673,movie,Inside Out,Inside Out,0.0,2015.0,,95.0,"Adventure,Animation,Comedy",tt2096673,53,Inside Out,US,,imdbDisplay,,0.0,4,-,-,-,"$356,461,711",4158,"$356,461,711",Jun 19,Walt Disney Studios Motion Pictures,False,nm0215455,"nm0230032,nm0215455,nm0498834,nm2155757,nm1578335,nm2919995,nm0352778,nm0688132",nm0215455,Ronnie Del Carmen,1959.0,,"animation_department,art_department,miscellaneous","tt1049413,tt0166813,tt2096673,tt0111970"
58,tt3195644,movie,Insidious: Chapter 3,Insidious: Chapter 3,0.0,2015.0,,97.0,"Horror,Mystery,Thriller",tt3195644,17,Insidious 3,US,,,informal short title,0.0,57,-,-,-,"$52,218,558",3014,"$52,218,558",Jun 5,Focus Features,False,nm1191481,nm1191481,nm1191481,Leigh Whannell,1977.0,,"actor,writer,producer","tt0387564,tt2490326,tt1051906,tt6499752"
59,tt3715320,movie,Irrational Man,Irrational Man,0.0,2015.0,,95.0,"Comedy,Crime,Drama",tt3715320,18,Untitled Woody Allen Project,US,,working,,0.0,175,-,-,-,"$4,030,360",925,"$4,030,360",Jul 17,Sony Pictures Classics,False,nm0000095,nm0000095,nm0000095,Woody Allen,1935.0,,"writer,director,actor","tt0097123,tt0091167,tt0079522,tt0075686"
60,tt2446980,movie,Joy,Joy,0.0,2015.0,,124.0,"Biography,Drama",tt2446980,23,Joy,US,,imdbDisplay,,0.0,86,-,-,-,"$28,310,094",2924,"$56,451,232",Dec 25,Twentieth Century Fox,False,nm0751102,"nm0751102,nm1754239",nm0751102,David O. Russell,1958.0,,"producer,director,writer","tt1045658,tt0120188,tt1800241,tt2446980"
61,tt1617661,movie,Jupiter Ascending,Jupiter Ascending,0.0,2015.0,,127.0,"Action,Adventure,Sci-Fi",tt1617661,18,Jupiter Ascending,US,,imdbDisplay,,0.0,61,-,-,-,"$47,387,723",3181,"$47,387,723",Feb 6,Warner Bros.,False,nm0905154,"nm0905152,nm0905154",nm0905154,Lana Wachowski,1965.0,,"writer,producer,director","tt0133093,tt1371111,tt0234215,tt0115736"
62,tt1617661,movie,Jupiter Ascending,Jupiter Ascending,0.0,2015.0,,127.0,"Action,Adventure,Sci-Fi",tt1617661,18,Jupiter Ascending,US,,imdbDisplay,,0.0,61,-,-,-,"$47,387,723",3181,"$47,387,723",Feb 6,Warner Bros.,False,nm0905152,"nm0905152,nm0905154",nm0905152,Lilly Wachowski,1967.0,,"writer,producer,director","tt0234215,tt1371111,tt0133093,tt0115736"
63,tt0369610,movie,Jurassic World,Jurassic World,0.0,2015.0,,124.0,"Action,Adventure,Sci-Fi",tt0369610,18,Jurassic World 3D,US,,,3-D version,0.0,1,-,-,-,"$652,270,625",4291,"$652,270,625",Jun 12,Universal Pictures,False,nm1119880,"nm0415425,nm0798646,nm1119880,nm2081046,nm0000341",nm1119880,Colin Trevorrow,1976.0,,"writer,producer,director","tt8041270,tt1862079,tt4572792,tt0369610"
